Date,Open,High,Low,Close,Adj Close,Volume
26-05-15,5285.065918,5347.132813,5284.109863,5320.900879,5320.742676,38867900
27-05-15,5296.236816,5315.50293,5253.388184,5253.388184,5253.231934,37463500
28-05-15,5263.313965,5278.416992,5232.934082,5237.400879,5237.245605,34175300
29-05-15,5230.314941,5252.205078,5214.570801,5216.378906,5216.224121,60489400
01-06-15,5212.133789,5215.549805,5183.323242,5213.815918,5213.661133,30905700
03-06-15,5201.355957,5205.562012,5129.48584,5130.499023,5130.34668,3374877500
04-06-15,5121.553223,5143.224121,5094.518066,5095.820801,5095.669434,33417100
05-06-15,5081.611816,5100.571777,5075.175781,5100.571777,5100.42041,29073300
08-06-15,5086.353027,5088.929199,5006.429199,5014.992188,5014.84375,35800600
09-06-15,5002.23291,5002.545898,4852.76416,4899.881836,4899.736816,40852100
10-06-15,4914.743164,4974.024902,4912.833984,4933.557129,4933.410645,45234400
11-06-15,4971.191895,4979.259766,4911.34082,4928.812012,4928.666016,33172400
12-06-15,4933.878906,4947.50293,4916.024902,4935.816895,4935.67041,33566100
15-06-15,4925.214844,4926.547852,4837.793945,4837.793945,4837.650391,31548400
16-06-15,4847.38916,4892.504883,4826.129883,4872.599121,4872.454102,35011200
17-06-15,4894.63623,4955.564941,4894.63623,4945.75293,4945.605957,38823400
18-06-15,4947.962891,4964.404785,4932.918945,4945.499023,4945.352051,30178100
19-06-15,4958.858887,4988.579102,4958.858887,4985.005859,4984.85791,25867100
22-06-15,4992.041992,4992.041992,4957.346191,4959.251953,4959.104492,24572000
23-06-15,4966.880859,4972.175781,4937.647949,4937.647949,4937.501465,29948900
24-06-15,4953.25293,4973.480957,4938.129883,4953.516113,4953.369141,38971300
25-06-15,4944.131836,4945.839844,4920.041992,4920.041992,4919.895996,31720600
26-06-15,4917.026855,4942.325195,4897.89502,4923.004883,4922.858887,26287600
29-06-15,4896.23291,4896.589844,4858.416016,4882.578125,4882.433105,26871700
30-06-15,4887.369141,4930.25,4874.069824,4910.658203,4910.512207,28855500
01-07-15,4924.065918,4932.433105,4904.062988,4904.062988,4903.916992,34310600
02-07-15,4914.424805,4966.579102,4914.424805,4944.780762,4944.633789,42023100
03-07-15,4940.276855,4982.910156,4937.40918,4982.910156,4982.762207,38550000
06-07-15,4946.100098,4960.994141,4913.286133,4916.741211,4916.595215,32933900
07-07-15,4918.283203,4927.550781,4891.047852,4906.049805,4905.903809,34396700
08-07-15,4912.637207,4912.637207,4856.441895,4871.570801,4871.425781,43917300
09-07-15,4849.801758,4855.133789,4811.904785,4838.28418,4838.140625,3382475900
10-07-15,4858.984863,4882.641113,4845.785156,4859.03418,4858.890137,38549600
13-07-15,4862.912109,4898.13623,4861.314941,4893.916992,4893.771973,25536100
14-07-15,4907.866211,4927.373047,4892.12207,4901.807129,4901.661621,31023100
15-07-15,4894.948242,4897.859863,4854.453125,4869.849121,4869.70459,26826300
22-07-15,4887.736816,4906.688965,4859.459961,4906.688965,4906.542969,29108800
23-07-15,4897.205078,4913.041992,4889.831055,4902.845215,4902.699707,32060700
24-07-15,4890.778809,4892.412109,4848.727051,4856.595215,4856.451172,25948200
27-07-15,4833.145996,4848.704102,4771.285156,4771.285156,4771.143555,34786400
28-07-15,4747.345215,4749.749023,4711.491211,4714.755859,4714.616211,31954400
29-07-15,4733.817871,4765.734863,4720.400879,4721.121094,4720.980957,32029900
30-07-15,4740.251953,4754.721191,4711.562988,4712.492188,4712.352539,32072100
31-07-15,4721.658203,4802.528809,4721.466797,4802.528809,4802.38623,33495400
03-08-15,4778.043945,4815.522949,4774.780762,4800.182129,4800.039551,28503100
04-08-15,4784.151855,4805.820801,4771.88623,4781.086914,4780.945313,32406600
05-08-15,4786.391113,4850.532227,4780.964844,4850.532227,4850.388184,38299300
06-08-15,4855.939941,4868.074219,4806.563965,4806.563965,4806.421387,31647100
07-08-15,4801.654785,4804.329102,4760.904785,4770.303223,4770.161621,29900400
10-08-15,4761.405762,4764.73877,4720.913086,4748.949219,4748.808594,30072400
11-08-15,4763.632813,4771.721191,4619.286133,4622.59082,4622.453613,42568800
12-08-15,4572.047852,4572.047852,4455.719238,4479.491211,4479.358398,38324000
13-08-15,4481.271973,4600.549805,4481.271973,4584.25,4584.11377,39138400
14-08-15,4587.51123,4594.567871,4559.85791,4585.391113,4585.254883,32954100
18-08-15,4572.349121,4579.082031,4505.213867,4510.478027,4510.344238,31826200
19-08-15,4502.194824,4529.250977,4476.126953,4484.242188,4484.109375,2736435000
20-08-15,4470.553223,4473.083008,4427.865234,4441.911133,4441.779297,33125600
21-08-15,4401.668945,4401.668945,4335.953125,4335.953125,4335.824707,34546000
24-08-15,4241.307129,4241.912109,4111.111816,4163.729004,4163.605469,39607800
25-08-15,4182.216797,4301.774902,4182.022949,4228.500977,4228.375,46350400
26-08-15,4200.820801,4237.73291,4161.211914,4237.73291,4237.606934,36844400
27-08-15,4295.696777,4433.458008,4295.696777,4430.631836,4430.500488,46862700
28-08-15,4480.106934,4511.24707,4433.658203,4446.201172,4446.069336,43053100
31-08-15,4447.00293,4509.606934,4442.690918,4509.606934,4509.473145,34176600
01-09-15,4484.204102,4484.789063,4411.130859,4412.458984,4412.328125,30515200
02-09-15,4367.810059,4417.371094,4350.48291,4401.292969,4401.162598,36698200
03-09-15,4427.953125,4445.808105,4404.875,4433.11084,4432.979004,32500700
04-09-15,4422.464844,4433.545898,4407.134766,4415.342773,4415.211914,29169700
07-09-15,4397.222168,4398.008789,4297.820801,4301.365234,4301.237793,29523000
08-09-15,4282.172852,4325.430176,4269.476074,4318.59082,4318.462402,33941100
09-09-15,4347.484863,4366.245117,4323.556152,4347.276855,4347.147461,37713200
10-09-15,4312.655762,4343.660156,4290.683105,4343.26123,4343.132324,35256700
11-09-15,4363.449219,4381.654785,4360.36377,4360.467773,4360.338379,33100500
14-09-15,4378.191895,4390.373047,4365.567871,4390.373047,4390.242676,25003300
15-09-15,4372.870117,4376.782227,4334.61377,4347.160156,4347.030762,34375900
16-09-15,4360.187988,4370.345215,4325.401855,4332.513184,4332.384766,37372100
17-09-15,4346.058105,4389.36377,4341.823242,4378.384766,4378.254395,32111900
18-09-15,4383.067871,4414.457031,4359.005859,4380.319824,4380.189453,43928900
21-09-15,4352.367188,4382.240234,4343.413086,4376.082031,4375.952148,28687800
22-09-15,4380.618164,4389.306152,4337.089844,4344.043945,4343.915039,32859800
23-09-15,4308.756836,4308.979004,4239.134766,4244.426758,4244.300781,35255000
25-09-15,4250.72998,4251.226074,4194.137207,4209.438965,4209.313965,34101900
28-09-15,4197.939941,4199.462891,4120.50293,4120.50293,4120.380371,29317000
29-09-15,4070.580078,4178.408203,4033.586914,4178.408203,4178.28418,38883300
30-09-15,4189.474121,4223.908203,4168.224121,4223.908203,4223.783203,37990200
01-10-15,4231.410156,4270.912109,4228.980957,4254.875977,4254.75,32978200
02-10-15,4243.966797,4252.673828,4207.798828,4207.798828,4207.673828,36384600
05-10-15,4243.326172,4346.373047,4241.018066,4343.701172,4343.572266,38012600
06-10-15,4381.274902,4464.900879,4381.274902,4445.780762,4445.648926,48812000
07-10-15,4458.838867,4487.131836,4414.831055,4487.131836,4486.999023,49962400
08-10-15,4502.096191,4537.25293,4484.675781,4491.433105,4491.299316,41378800
09-10-15,4538.503906,4612.092773,4538.503906,4589.344238,4589.208008,68650200
12-10-15,4596.876953,4639.942871,4595.942871,4630.707031,4630.569824,68010100
13-10-15,4621.884766,4622.10791,4483.076172,4483.076172,4482.943359,50616600
15-10-15,4513.271973,4551.940918,4507.194824,4507.194824,4507.061035,37675800
16-10-15,4530.280762,4544.817871,4501.062012,4521.881836,4521.747559,38805700
19-10-15,4534.709961,4571.166016,4533.937988,4569.844238,4569.708496,45937600
20-10-15,4566.836914,4608.35498,4562.01709,4585.824219,4585.687988,4575565100
21-10-15,4597.191895,4645.237793,4591.227051,4605.226074,4605.089355,44046000
22-10-15,4613.765137,4616.221191,4582.150879,4584.562012,4584.425781,40381800
23-10-15,4653.216797,4666.905762,4627.303223,4653.145996,4653.007813,44071700
26-10-15,4683.111816,4696.157227,4675.060059,4691.710938,4691.571777,38604600
27-10-15,4666.478027,4674.058105,4624.277832,4674.058105,4673.919434,30887000
28-10-15,4647.390137,4657.410156,4594.745117,4608.740234,4608.603027,41937600
29-10-15,4601.564941,4605.762207,4472.020996,4472.020996,4471.888184,39451100
30-10-15,4462.971191,4480.598145,4441.334961,4455.180176,4455.047852,34745100
02-11-15,4442.418945,4470.417969,4422.257813,4464.958984,4464.826172,28735100
03-11-15,4496.660156,4546.383789,4496.660156,4533.085938,4532.951172,34186000
04-11-15,4560.731934,4612.564941,4560.379883,4612.564941,4612.427734,34751500
05-11-15,4600.643066,4614.257813,4574.130859,4577.23291,4577.097168,25049000
06-11-15,4586.591797,4601.759766,4563.699219,4566.551758,4566.416016,23574400
09-11-15,4553.418945,4555.569824,4491.041992,4499.506836,4499.373047,24543400
10-11-15,4464.131836,4518.789063,4451.053223,4451.053223,4450.921387,40294800
11-11-15,4450.214844,4463.308105,4425.878906,4451.588867,4451.457031,29303300
12-11-15,4458.654785,4494.85498,4457.562988,4462.225098,4462.092285,27282200
13-11-15,4442.015137,4490.336914,4435.250977,4472.837891,4472.705078,28120300
16-11-15,4438.687012,4452.26416,4395.96582,4442.180176,4442.04834,23444500
17-11-15,4474.522949,4520.695801,4474.522949,4500.946777,4500.812988,27587600
18-11-15,4513.705078,4521.557129,4497.910156,4497.910156,4497.776367,21896900
19-11-15,4517.582031,4530.895996,4513.352051,4518.939941,4518.806152,29276900
20-11-15,4505.900879,4561.333984,4505.371094,4561.333984,4561.19873,32354400
23-11-15,4570.160156,4590.314941,4541.065918,4541.065918,4540.931152,26089600
24-11-15,4535.705078,4555.272949,4534.578125,4545.37793,4545.243164,24223000
25-11-15,4557.472168,4585.545898,4557.39209,4585.545898,4585.409668,25372400
26-11-15,4595.861816,4621.255859,4583.304199,4597.057129,4596.920898,27083500
27-11-15,4599.081055,4606.800781,4541.96582,4560.560059,4560.424805,23214500
30-11-15,4527.408203,4535.971191,4446.458008,4446.458008,4446.326172,43022200
01-12-15,4504.222168,4557.667969,4504.222168,4557.667969,4557.532715,25770400
02-12-15,4559.147949,4568.413086,4541.666016,4545.862793,4545.728027,24716100
03-12-15,4526.490234,4548.827148,4518.816895,4537.381836,4537.24707,21783400
04-12-15,4513.565918,4531.305176,4501.453125,4508.452148,4508.318359,23919700
07-12-15,4523.908203,4553.650879,4521.39209,4521.39209,4521.257813,22062000
08-12-15,4495.263184,4522.353027,4464.182129,4464.182129,4464.049316,25537200
10-12-15,4441.565918,4473.77002,4438.196777,4466.209961,4466.077148,2373896100
11-12-15,4471.356934,4473.054199,4393.521973,4393.521973,4393.391602,20329300
14-12-15,4360.893066,4374.190918,4330.759766,4374.190918,4374.061035,22081900
15-12-15,4370.101074,4409.171875,4370.008789,4409.171875,4409.041016,23128300
16-12-15,4450.717773,4483.453125,4429.787109,4483.453125,4483.320313,27097100
17-12-15,4542.121094,4555.963867,4525.741211,4555.963867,4555.828613,29164100
18-12-15,4512.209961,4514.535156,4467.062988,4468.653809,4468.520996,26687800
21-12-15,4452.647949,4490.680176,4452.01709,4490.680176,4490.546875,21633700
22-12-15,4494.309082,4517.567871,4487.734863,4517.567871,4517.434082,26019300
23-12-15,4514.456055,4522.653809,4498.983887,4522.653809,4522.519531,23935000
28-12-15,4512.294922,4568.125,4511.617188,4557.35498,4557.219727,20487400
29-12-15,4552.140137,4569.36084,4552.103027,4569.36084,4569.225098,20088700
30-12-15,4574.063965,4595.513184,4571.756836,4593.007813,4592.871582,27466600
04-01-16,4580.165039,4603.824219,4525.918945,4525.918945,4525.784668,21276600
05-01-16,4527.431152,4594.34082,4527.003906,4557.821777,4557.686523,24364900
06-01-16,4563.653809,4639.236816,4562.573242,4608.981934,4608.844727,29976300
07-01-16,4573.692871,4577.63623,4530.448242,4530.448242,4530.313477,24018600
08-01-16,4524.862793,4550.907227,4507.414063,4546.288086,4546.15332,23991300
11-01-16,4515.501953,4517.937988,4459.787109,4465.48291,4465.350098,19983800
12-01-16,4487.547852,4526.198242,4486.64502,4512.526855,4512.393066,23702200
13-01-16,4535.878906,4559.509766,4533.681152,4537.179199,4537.044434,26689000
14-01-16,4492.783203,4526.509766,4456.469238,4513.181152,4513.047363,36253200
15-01-16,4518.980957,4542.101074,4516.131836,4523.976074,4523.841797,2249218200
18-01-16,4491.321777,4503.862793,4471.243164,4481.275879,4481.143066,21081300
19-01-16,4486.587891,4499.575195,4464.728027,4491.736816,4491.603027,23042100
20-01-16,4477.147949,4491.118164,4427.984863,4427.984863,4427.853516,26395500
21-01-16,4447.750977,4463.027832,4408.804199,4414.125977,4413.995117,24323700
22-01-16,4446.421875,4456.744141,4421.056152,4456.744141,4456.611816,27603800
25-01-16,4483.605957,4519.596191,4465.207031,4505.788086,4505.654297,28197300
26-01-16,4489.692871,4517.368164,4483.287109,4510.467773,4510.333984,22989000
27-01-16,4526.21582,4583.62793,4526.21582,4583.62793,4583.491699,36625500
28-01-16,4582.716797,4608.397949,4579.501953,4602.829102,4602.692871,31734400
29-01-16,4611.937988,4618.816895,4568.438965,4615.163086,4615.025879,35913800
01-02-16,4620.151855,4625.428223,4559.88623,4624.634766,4624.497559,26818600
02-02-16,4598.942871,4617.973145,4586.298828,4587.435059,4587.298828,30581900
03-02-16,4553.126953,4596.10791,4545.140137,4596.10791,4595.97168,23645400
04-02-16,4607.043945,4669.11084,4607.043945,4665.816895,4665.678711,32515500
05-02-16,4674.605957,4798.945801,4673.987793,4798.945801,4798.803223,37635400
09-02-16,4773.76709,4779.805176,4736.568848,4768.625,4768.483398,22997900
10-02-16,4748.536133,4782.939941,4726.007813,4732.48291,4732.342285,28910100
11-02-16,4723.995117,4786.174805,4723.995117,4775.859863,4775.718262,36960300
12-02-16,4757.708984,4771.34082,4710.538086,4714.393066,4714.253418,26882200
15-02-16,4749.783203,4761.704102,4729.825195,4740.726074,4740.585449,32930700
16-02-16,4745.992188,4770.005859,4726.591797,4745.003906,4744.863281,37203200
17-02-16,4738.417969,4774.458008,4737.416992,4765.506836,4765.365234,43118200
18-02-16,4784.043945,4803.608887,4760.236816,4778.793945,4778.652344,47306600
19-02-16,4744.245117,4759.176758,4680.143066,4697.560059,4697.42041,34015700
22-02-16,4701.40918,4715.620117,4682.381836,4708.620117,4708.480469,26863900
23-02-16,4715.202148,4722.382813,4628.905762,4654.054199,4653.916016,35293100
24-02-16,4643.824219,4673.819824,4627.644043,4657.722168,4657.583984,26851200
25-02-16,4681.991211,4686.564941,4652.861816,4658.323242,4658.185059,31829200
26-02-16,4695.816895,4736.526855,4691.424805,4733.148926,4733.008301,27831900
29-02-16,4738.293945,4774.51709,4722.993164,4770.956055,4770.814453,26304100
01-03-16,4760.23584,4781.258789,4758.881836,4779.984863,4779.843262,32028500
02-03-16,4808.862793,4840.74707,4808.24707,4836.195801,4836.052246,34594900
03-03-16,4848.905762,4868.254883,4812.85791,4844.039063,4843.89502,38870000
04-03-16,4844.486816,4860.63916,4802.375,4850.882813,4850.73877,45127100
07-03-16,4860.208008,4870.275879,4821.460938,4831.575195,4831.431641,45624500
08-03-16,4831.050781,4842.666992,4776.071777,4811.041992,4810.899414,40452100
10-03-16,4791.684082,4798.383789,4761.380859,4793.203125,4793.060547,33233700
11-03-16,4784.237793,4813.778809,4776.999023,4813.778809,4813.635742,31534700
14-03-16,4839.029785,4878.195801,4835.272949,4877.530762,4877.385742,44561400
15-03-16,4880.875,4884.27002,4843.920898,4849.780762,4849.636719,44545000
16-03-16,4848.606934,4861.440918,4837.583008,4861.440918,4861.296875,42292200
17-03-16,4883.173828,4900.413086,4869.811035,4885.687988,4885.542969,49838900
18-03-16,4889.895996,4908.259766,4858.584961,4885.708008,4885.562988,51103000
21-03-16,4871.246094,4905.313965,4865.241211,4885.163086,4885.018066,37618600
22-03-16,4870.89502,4886.423828,4833.704102,4856.106934,4855.962891,36051400
23-03-16,4850.169922,4854.175781,4822.335938,4854.175781,4854.031738,42812300
24-03-16,4836.623047,4849.89502,4817.720215,4827.086914,4826.943848,34571400
28-03-16,4809.187012,4813.917969,4757.799805,4773.625977,4773.484375,29163800
29-03-16,4767.532227,4786.212891,4760.083008,4781.296875,4781.155273,33131800
30-03-16,4797.153809,4833.118164,4792.256836,4816.654785,4816.511719,38235200
31-03-16,4827.104004,4845.371094,4808.26416,4845.371094,4845.227051,50891800
01-04-16,4843.394043,4844.358887,4819.933105,4843.186035,4843.041992,30942800
04-04-16,4840.146973,4864.937012,4838.979004,4850.175781,4850.031738,37038800
05-04-16,4848.847168,4883.683105,4843.162109,4858.071777,4857.927734,33922100
06-04-16,4863.061035,4879,4861.579102,4868.22998,4868.085449,47514100
07-04-16,4884.834961,4900.46582,4858.5,4867.285156,4867.140625,49260900
08-04-16,4839.652832,4862.805176,4829.444824,4846.704102,4846.560059,42326600
11-04-16,4833.35498,4843.629883,4766.814941,4786.974121,4786.832031,33211700
12-04-16,4788.421875,4829.573242,4776.981934,4829.573242,4829.429688,37252800
13-04-16,4846.978027,4856.591797,4831.574219,4853.004883,4852.86084,67431700
14-04-16,4872.226074,4873.428223,4814.846191,4814.846191,4814.703125,44628800
15-04-16,4834.900879,4839.016113,4793.13916,4823.567871,4823.424805,36074500
18-04-16,4812.578125,4865.53418,4800.26416,4865.53418,4865.390137,3041610200
19-04-16,4875.498047,4886.499023,4864.891113,4881.930176,4881.785156,44507100
20-04-16,4876.253906,4883.13916,4857.722168,4876.596191,4876.451172,44144900
21-04-16,4884.921875,4906.828125,4884.842773,4903.089844,4902.944336,38051900
22-04-16,4898.726074,4917.588867,4883.881836,4914.736816,4914.59082,39258200
25-04-16,4920.402832,4920.402832,4863.334961,4878.861816,4878.716797,42334500
26-04-16,4866.149902,4866.384766,4788.375,4814.092773,4813.949707,38074400
27-04-16,4807.686035,4845.658203,4803.208984,4845.658203,4845.51416,47033900
